targetCate,trialType,stimIndex,duration,probeLeftIndex,probeRightIndex,probeOrder
Face,presurprise,106,long,,,OrientationFirst
Face,presurprise,78,long,,,OrientationFirst
Face,presurprise,113,short,,,OrientationFirst
Face,presurprise,52,long,,,OrientationFirst
Face,presurprise,114,short,,,OrientationFirst
Face,presurprise,51,short,,,OrientationFirst
Face,presurprise,9,short,,,OrientationFirst
Face,presurprise,57,long,,,OrientationFirst
Face,presurprise,87,long,,,OrientationFirst
Face,presurprise,26,short,,,OrientationFirst
Face,presurprise,110,long,,,OrientationFirst
Face,presurprise,20,long,,,OrientationFirst
Face,presurprise,55,short,,,OrientationFirst
Face,presurprise,101,long,,,OrientationFirst
Face,presurprise,92,short,,,OrientationFirst
Face,presurprise,112,long,,,OrientationFirst
Face,presurprise,53,short,,,OrientationFirst
Face,presurprise,30,long,,,OrientationFirst
Face,presurprise,63,short,,,OrientationFirst
Face,presurprise,109,short,,,OrientationFirst
Face,presurprise,7,short,,,OrientationFirst
Face,presurprise,49,long,,,OrientationFirst
Face,presurprise,4,long,,,OrientationFirst
Face,presurprise,21,short,,,OrientationFirst
Face,presurprise,80,short,,,OrientationFirst
Face,presurprise,11,long,,,OrientationFirst
Face,presurprise,107,long,,,OrientationFirst
Face,presurprise,50,short,,,OrientationFirst
Face,presurprise,84,short,,,OrientationFirst
Face,presurprise,58,short,,,OrientationFirst
Face,presurprise,6,long,,,OrientationFirst
Face,presurprise,111,long,,,OrientationFirst
Face,presurprise,103,short,,,OrientationFirst
Face,presurprise,82,short,,,OrientationFirst
Face,presurprise,41,long,,,OrientationFirst
Face,presurprise,18,short,,,OrientationFirst
Face,presurprise,28,short,,,OrientationFirst
Face,presurprise,59,long,,,OrientationFirst
Face,presurprise,19,long,,,OrientationFirst
Face,presurprise,108,short,,,OrientationFirst
Face,surprise,47,long,47.0,11.0,OrientationFirst
Face,postsurprise,4,short,4.0,22.0,OrientationFirst
Face,postsurprise,67,short,103.0,67.0,OrientationFirst
Face,postsurprise,17,long,35.0,17.0,OrientationFirst
Face,postsurprise,88,short,106.0,88.0,OrientationFirst
Face,presurprise,87,long,,,OrientationFirst
Face,presurprise,44,long,,,OrientationFirst
Face,presurprise,95,long,,,OrientationFirst
Face,presurprise,23,short,,,OrientationFirst
Face,presurprise,63,short,,,OrientationFirst
Face,presurprise,98,short,,,OrientationFirst
Face,presurprise,113,short,,,OrientationFirst
Face,presurprise,97,short,,,OrientationFirst
Face,presurprise,86,short,,,OrientationFirst
Face,presurprise,1,short,,,OrientationFirst
Face,presurprise,102,long,,,OrientationFirst
Face,presurprise,111,short,,,OrientationFirst
Face,presurprise,42,short,,,OrientationFirst
Face,presurprise,112,short,,,OrientationFirst
Face,presurprise,109,long,,,OrientationFirst
Face,presurprise,100,long,,,OrientationFirst
Face,presurprise,67,long,,,OrientationFirst
Face,presurprise,89,short,,,OrientationFirst
Face,presurprise,17,long,,,OrientationFirst
Face,presurprise,14,short,,,OrientationFirst
Face,presurprise,83,long,,,OrientationFirst
Face,presurprise,48,long,,,OrientationFirst
Face,presurprise,114,long,,,OrientationFirst
Face,presurprise,56,short,,,OrientationFirst
Face,presurprise,110,long,,,OrientationFirst
Face,presurprise,58,short,,,OrientationFirst
Face,presurprise,108,short,,,OrientationFirst
Face,presurprise,21,short,,,OrientationFirst
Face,presurprise,73,short,,,OrientationFirst
Face,presurprise,70,long,,,OrientationFirst
Face,presurprise,43,short,,,OrientationFirst
Face,presurprise,15,long,,,OrientationFirst
Face,presurprise,78,long,,,OrientationFirst
Face,presurprise,2,short,,,OrientationFirst
Face,presurprise,34,short,,,OrientationFirst
Face,presurprise,57,long,,,OrientationFirst
Face,presurprise,45,long,,,OrientationFirst
Face,presurprise,36,long,,,OrientationFirst
Face,presurprise,22,long,,,OrientationFirst
Face,presurprise,11,long,,,OrientationFirst
Face,presurprise,46,short,,,OrientationFirst
Face,presurprise,31,long,,,OrientationFirst
Face,surprise,50,long,50.0,32.0,OrientationFirst
Face,postsurprise,37,short,19.0,37.0,OrientationFirst
Face,postsurprise,97,long,97.0,61.0,OrientationFirst
Face,postsurprise,31,short,31.0,49.0,OrientationFirst
Face,postsurprise,105,long,87.0,105.0,OrientationFirst
Face,presurprise,113,long,,,OrientationFirst
Face,presurprise,65,short,,,OrientationFirst
Face,presurprise,21,short,,,OrientationFirst
Face,presurprise,37,short,,,OrientationFirst
Face,presurprise,100,short,,,OrientationFirst
Face,presurprise,8,long,,,OrientationFirst
Face,presurprise,52,short,,,OrientationFirst
Face,presurprise,50,long,,,OrientationFirst
Face,presurprise,11,short,,,OrientationFirst
Face,presurprise,46,long,,,OrientationFirst
Face,presurprise,110,long,,,OrientationFirst
Face,presurprise,109,long,,,OrientationFirst
Face,presurprise,84,long,,,OrientationFirst
Face,presurprise,4,long,,,OrientationFirst
Face,presurprise,114,short,,,OrientationFirst
Face,presurprise,18,short,,,OrientationFirst
Face,presurprise,73,short,,,OrientationFirst
Face,presurprise,25,short,,,OrientationFirst
Face,presurprise,67,short,,,OrientationFirst
Face,presurprise,70,long,,,OrientationFirst
Face,presurprise,90,short,,,OrientationFirst
Face,presurprise,5,short,,,OrientationFirst
Face,presurprise,107,long,,,OrientationFirst
Face,presurprise,105,short,,,OrientationFirst
Face,presurprise,31,long,,,OrientationFirst
Face,presurprise,12,long,,,OrientationFirst
Face,presurprise,53,long,,,OrientationFirst
Face,presurprise,95,short,,,OrientationFirst
Face,presurprise,98,long,,,OrientationFirst
Face,presurprise,112,short,,,OrientationFirst
Face,presurprise,20,long,,,OrientationFirst
Face,presurprise,79,long,,,OrientationFirst
Face,presurprise,78,short,,,OrientationFirst
Face,presurprise,33,short,,,OrientationFirst
Face,presurprise,45,short,,,OrientationFirst
Face,presurprise,56,long,,,OrientationFirst
Face,presurprise,111,short,,,OrientationFirst
Face,presurprise,24,long,,,OrientationFirst
Face,presurprise,94,long,,,OrientationFirst
Face,presurprise,68,long,,,OrientationFirst
Face,presurprise,75,long,,,OrientationFirst
Face,presurprise,63,short,,,OrientationFirst
Face,surprise,49,long,13.0,49.0,OrientationFirst
Face,postsurprise,14,long,14.0,32.0,OrientationFirst
Face,postsurprise,106,long,70.0,106.0,OrientationFirst
Face,postsurprise,45,long,45.0,27.0,OrientationFirst
Face,postsurprise,100,short,100.0,82.0,OrientationFirst
Face,presurprise,14,long,,,OrientationFirst
Face,presurprise,4,short,,,OrientationFirst
Face,presurprise,72,long,,,OrientationFirst
Face,presurprise,69,short,,,OrientationFirst
Face,presurprise,8,short,,,OrientationFirst
Face,presurprise,97,short,,,OrientationFirst
Face,presurprise,111,long,,,OrientationFirst
Face,presurprise,113,long,,,OrientationFirst
Face,presurprise,19,short,,,OrientationFirst
Face,presurprise,34,long,,,OrientationFirst
Face,presurprise,103,long,,,OrientationFirst
Face,presurprise,12,short,,,OrientationFirst
Face,presurprise,88,long,,,OrientationFirst
Face,presurprise,74,short,,,OrientationFirst
Face,presurprise,77,short,,,OrientationFirst
Face,presurprise,100,long,,,OrientationFirst
Face,presurprise,49,short,,,OrientationFirst
Face,presurprise,53,short,,,OrientationFirst
Face,presurprise,38,long,,,OrientationFirst
Face,presurprise,45,short,,,OrientationFirst
Face,presurprise,110,short,,,OrientationFirst
Face,presurprise,60,short,,,OrientationFirst
Face,presurprise,71,long,,,OrientationFirst
Face,presurprise,93,short,,,OrientationFirst
Face,presurprise,114,short,,,OrientationFirst
Face,presurprise,36,short,,,OrientationFirst
Face,presurprise,102,long,,,OrientationFirst
Face,presurprise,76,long,,,OrientationFirst
Face,presurprise,83,long,,,OrientationFirst
Face,presurprise,41,long,,,OrientationFirst
Face,presurprise,55,long,,,OrientationFirst
Face,presurprise,98,short,,,OrientationFirst
Face,presurprise,112,short,,,OrientationFirst
Face,presurprise,11,long,,,OrientationFirst
Face,presurprise,25,short,,,OrientationFirst
Face,presurprise,109,long,,,OrientationFirst
Face,presurprise,24,long,,,OrientationFirst
Face,presurprise,39,long,,,OrientationFirst
Face,presurprise,81,short,,,OrientationFirst
Face,presurprise,68,short,,,OrientationFirst
Face,presurprise,10,long,,,OrientationFirst
Face,presurprise,33,long,,,OrientationFirst
Face,surprise,40,long,4.0,40.0,OrientationFirst
Face,postsurprise,3,short,3.0,21.0,OrientationFirst
Face,postsurprise,103,short,103.0,67.0,OrientationFirst
Face,postsurprise,36,long,36.0,18.0,OrientationFirst
Face,postsurprise,104,short,86.0,104.0,OrientationFirst
Face,presurprise,65,long,,,OrientationFirst
Face,presurprise,1,long,,,OrientationFirst
Face,presurprise,47,short,,,OrientationFirst
Face,presurprise,113,long,,,OrientationFirst
Face,presurprise,16,long,,,OrientationFirst
Face,presurprise,57,short,,,OrientationFirst
Face,presurprise,5,short,,,OrientationFirst
Face,presurprise,114,short,,,OrientationFirst
Face,presurprise,30,long,,,OrientationFirst
Face,presurprise,90,short,,,OrientationFirst
Face,presurprise,80,short,,,OrientationFirst
Face,presurprise,51,long,,,OrientationFirst
Face,presurprise,54,short,,,OrientationFirst
Face,presurprise,6,long,,,OrientationFirst
Face,presurprise,8,short,,,OrientationFirst
Face,presurprise,110,long,,,OrientationFirst
Face,presurprise,92,short,,,OrientationFirst
Face,presurprise,107,long,,,OrientationFirst
Face,presurprise,13,short,,,OrientationFirst
Face,presurprise,32,long,,,OrientationFirst
Face,presurprise,77,short,,,OrientationFirst
Face,presurprise,86,long,,,OrientationFirst
Face,presurprise,102,long,,,OrientationFirst
Face,presurprise,112,short,,,OrientationFirst
Face,presurprise,58,long,,,OrientationFirst
Face,presurprise,61,short,,,OrientationFirst
Face,presurprise,111,long,,,OrientationFirst
Face,presurprise,105,short,,,OrientationFirst
Face,presurprise,64,short,,,OrientationFirst
Face,presurprise,91,long,,,OrientationFirst
Face,presurprise,39,short,,,OrientationFirst
Face,presurprise,22,short,,,OrientationFirst
Face,presurprise,60,long,,,OrientationFirst
Face,presurprise,109,short,,,OrientationFirst
Face,presurprise,27,short,,,OrientationFirst
Face,presurprise,25,short,,,OrientationFirst
Face,presurprise,85,long,,,OrientationFirst
Face,presurprise,99,short,,,OrientationFirst
Face,presurprise,35,long,,,OrientationFirst
Face,presurprise,88,long,,,OrientationFirst
Face,presurprise,38,long,,,OrientationFirst
Face,presurprise,46,long,,,OrientationFirst
Face,surprise,52,long,34.0,52.0,OrientationFirst
Face,postsurprise,24,long,42.0,24.0,OrientationFirst
Face,postsurprise,67,long,67.0,103.0,OrientationFirst
Face,postsurprise,45,long,27.0,45.0,OrientationFirst
Face,postsurprise,84,long,84.0,102.0,OrientationFirst
Face,presurprise,97,long,,,OrientationFirst
Face,presurprise,114,long,,,OrientationFirst
Face,presurprise,62,short,,,OrientationFirst
Face,presurprise,109,short,,,OrientationFirst
Face,presurprise,111,long,,,OrientationFirst
Face,presurprise,56,long,,,OrientationFirst
Face,presurprise,51,long,,,OrientationFirst
Face,presurprise,43,short,,,OrientationFirst
Face,presurprise,12,long,,,OrientationFirst
Face,presurprise,18,long,,,OrientationFirst
Face,presurprise,90,short,,,OrientationFirst
Face,presurprise,8,long,,,OrientationFirst
Face,presurprise,28,short,,,OrientationFirst
Face,presurprise,20,long,,,OrientationFirst
Face,presurprise,76,long,,,OrientationFirst
Face,presurprise,110,short,,,OrientationFirst
Face,presurprise,60,short,,,OrientationFirst
Face,presurprise,113,short,,,OrientationFirst
Face,presurprise,29,long,,,OrientationFirst
Face,presurprise,23,long,,,OrientationFirst
Face,presurprise,32,short,,,OrientationFirst
Face,presurprise,81,short,,,OrientationFirst
Face,presurprise,101,short,,,OrientationFirst
Face,presurprise,24,short,,,OrientationFirst
Face,presurprise,69,short,,,OrientationFirst
Face,presurprise,86,long,,,OrientationFirst
Face,presurprise,53,short,,,OrientationFirst
Face,presurprise,103,short,,,OrientationFirst
Face,presurprise,112,long,,,OrientationFirst
Face,presurprise,64,long,,,OrientationFirst
Face,presurprise,77,long,,,OrientationFirst
Face,presurprise,37,long,,,OrientationFirst
Face,presurprise,13,short,,,OrientationFirst
Face,presurprise,91,long,,,OrientationFirst
Face,presurprise,45,long,,,OrientationFirst
Face,presurprise,106,long,,,OrientationFirst
Face,presurprise,3,short,,,OrientationFirst
Face,presurprise,52,short,,,OrientationFirst
Face,presurprise,71,long,,,OrientationFirst
Face,presurprise,93,short,,,OrientationFirst
Face,presurprise,4,short,,,OrientationFirst
Face,presurprise,84,short,,,OrientationFirst
Face,surprise,45,long,27.0,45.0,OrientationFirst
Face,postsurprise,35,short,35.0,53.0,OrientationFirst
Face,postsurprise,62,long,62.0,98.0,OrientationFirst
Face,postsurprise,13,long,49.0,13.0,OrientationFirst
Face,postsurprise,78,long,78.0,60.0,OrientationFirst
Face,presurprise,50,long,,,OrientationFirst
Face,presurprise,18,short,,,OrientationFirst
Face,presurprise,111,short,,,OrientationFirst
Face,presurprise,107,long,,,OrientationFirst
Face,presurprise,110,long,,,OrientationFirst
Face,presurprise,31,short,,,OrientationFirst
Face,presurprise,87,long,,,OrientationFirst
Face,presurprise,84,short,,,OrientationFirst
Face,presurprise,45,long,,,OrientationFirst
Face,presurprise,35,short,,,OrientationFirst
Face,presurprise,10,long,,,OrientationFirst
Face,presurprise,103,short,,,OrientationFirst
Face,presurprise,61,short,,,OrientationFirst
Face,presurprise,113,short,,,OrientationFirst
Face,presurprise,52,short,,,OrientationFirst
Face,presurprise,64,short,,,OrientationFirst
Face,presurprise,48,long,,,OrientationFirst
Face,presurprise,37,short,,,OrientationFirst
Face,presurprise,104,long,,,OrientationFirst
Face,presurprise,72,short,,,OrientationFirst
Face,presurprise,78,long,,,OrientationFirst
Face,presurprise,23,long,,,OrientationFirst
Face,presurprise,62,long,,,OrientationFirst
Face,presurprise,44,short,,,OrientationFirst
Face,presurprise,94,long,,,OrientationFirst
Face,presurprise,70,long,,,OrientationFirst
Face,presurprise,15,long,,,OrientationFirst
Face,presurprise,3,short,,,OrientationFirst
Face,presurprise,77,short,,,OrientationFirst
Face,presurprise,75,long,,,OrientationFirst
Face,presurprise,101,short,,,OrientationFirst
Face,presurprise,99,short,,,OrientationFirst
Face,presurprise,29,long,,,OrientationFirst
Face,presurprise,109,long,,,OrientationFirst
Face,presurprise,6,short,,,OrientationFirst
Face,presurprise,22,short,,,OrientationFirst
Face,presurprise,74,short,,,OrientationFirst
Face,presurprise,112,long,,,OrientationFirst
Face,presurprise,20,long,,,OrientationFirst
Face,presurprise,7,long,,,OrientationFirst
Face,presurprise,55,long,,,OrientationFirst
Face,presurprise,114,short,,,OrientationFirst
Face,surprise,50,long,32.0,50.0,OrientationFirst
Face,postsurprise,39,short,39.0,21.0,OrientationFirst
Face,postsurprise,84,short,102.0,84.0,OrientationFirst
Face,postsurprise,34,long,34.0,52.0,OrientationFirst
Face,postsurprise,69,short,105.0,69.0,OrientationFirst
Face,presurprise,92,short,,,OrientationFirst
Face,presurprise,36,long,,,OrientationFirst
Face,presurprise,61,short,,,OrientationFirst
Face,presurprise,51,short,,,OrientationFirst
Face,presurprise,81,long,,,OrientationFirst
Face,presurprise,52,long,,,OrientationFirst
Face,presurprise,41,short,,,OrientationFirst
Face,presurprise,109,long,,,OrientationFirst
Face,presurprise,8,long,,,OrientationFirst
Face,presurprise,113,short,,,OrientationFirst
Face,presurprise,21,short,,,OrientationFirst
Face,presurprise,27,long,,,OrientationFirst
Face,presurprise,73,short,,,OrientationFirst
Face,presurprise,110,short,,,OrientationFirst
Face,presurprise,112,long,,,OrientationFirst
Face,presurprise,1,long,,,OrientationFirst
Face,presurprise,67,long,,,OrientationFirst
Face,presurprise,86,short,,,OrientationFirst
Face,presurprise,13,long,,,OrientationFirst
Face,presurprise,71,long,,,OrientationFirst
Face,presurprise,83,long,,,OrientationFirst
Face,presurprise,106,long,,,OrientationFirst
Face,presurprise,6,short,,,OrientationFirst
Face,presurprise,11,short,,,OrientationFirst
Face,presurprise,4,short,,,OrientationFirst
Face,presurprise,57,short,,,OrientationFirst
Face,presurprise,59,long,,,OrientationFirst
Face,presurprise,72,short,,,OrientationFirst
Face,presurprise,94,long,,,OrientationFirst
Face,presurprise,30,short,,,OrientationFirst
Face,presurprise,111,long,,,OrientationFirst
Face,presurprise,96,short,,,OrientationFirst
Face,presurprise,38,short,,,OrientationFirst
Face,presurprise,100,long,,,OrientationFirst
Face,presurprise,53,long,,,OrientationFirst
Face,presurprise,87,long,,,OrientationFirst
Face,presurprise,114,short,,,OrientationFirst
Face,presurprise,98,short,,,OrientationFirst
Face,presurprise,84,short,,,OrientationFirst
Face,presurprise,32,short,,,OrientationFirst
Face,presurprise,43,long,,,OrientationFirst
Face,presurprise,28,long,,,OrientationFirst
Face,surprise,47,short,47.0,29.0,OrientationFirst
Face,postsurprise,107,short,107.0,89.0,OrientationFirst
Face,postsurprise,15,long,33.0,15.0,OrientationFirst
Face,postsurprise,59,long,59.0,77.0,OrientationFirst
Face,postsurprise,42,short,42.0,24.0,OrientationFirst
Face,presurprise,6,long,,,OrientationFirst
